date,title,feed_type,link,description,image,publisher,stocks,_id
2020-11-12,"Recovery in Apollo Hospitals faster than expected: Suneeta Reddy | Apollo Hospitals Enterprise Ltd leads losers in ‘A’ group | Apollo Hospitals slips after Q2 PAT declines over 30% | Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitessh Thakkar for short term | Apollo Hospitals to buy IHH’s 50% stake in AGHL for Rs 410 cr | Stocks in the news | Eicher Motors, Fortis Health, ICICI Bank, Coal India, GSPL, SpiceJet, Indiabulls Housing Finance | Apollo Hospitals plunges 4% on lower Q2 earnings; Board approves fundraising up to Rs1,500cr",news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://economictimes.indiatimes.com/markets/stocks/news/recovery-in-apollo-hospitals-faster-than-expected-suneeta-reddy/videoshow/79189211.cms | https://www.business-standard.com/article/news-cm/apollo-hospitals-enterprise-ltd-leads-losers-in-a-group-120111201037_1.html | https://www.business-standard.com/article/news-cm/apollo-hospitals-slips-after-q2-pat-declines-over-30-120111200509_1.html | https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term-80-6107251.html | https://www.financialexpress.com/industry/apollo-hospitals-to-buy-ihhs-50-stake-in-aghl-for-rs-410-cr/2126883/ | https://www.moneycontrol.com/news/photos/business/stocks/stocks-in-the-news/photos-eicher-motors-fortis-health-icici-bank-coal-india-gspl-spicejet-indiabulls-housing-finance-6106031.html | https://www.indiainfoline.com/article/news-sector-pharma-healthcare/apollo-hospitals-plunges-4-on-lower-q2-earnings-board-approves-fundraising-up-to-rs1-500cr-120111200533_1.html,"Suneeta Reddy, MD, Apollo Hospitals, says the pharmacy is seeing high growth and expansion in margins. Apollo Hospital will raise funds and Rs 1,500 crore fund-raising plan has been approved. | Linde India Ltd, Security & Intelligence Services India Ltd, State Bank of India and Shankara Building Products Ltd are among the other losers in the BSEs A group today, 12 November 2020. | Apollo Hospitals Enterprise fell 2.73% to Rs 2134.45 after the company reported 30.1% drop in consolidated net profit to Rs 60.27 crore on a 2.8% decline in net sales to Rs 2760.72 crore in Q2 FY21 over Q2 FY20. | Ashwani Gujral of ashwanigujral.com recommends buying Apollo Hospitals with a stop loss of Rs 2,170, target at Rs 2,300 and Laurus Labs with a stop loss of Rs 276, target at Rs 292. | AGHL runs a 750 bed multispeciality hospital at Kolkata and is currently a 50:50 JV between Apollo Hospitals and IHH. | Aurobindo Pharma, Brigade Enterprises, Ashoka Buildcon, Prestige Estates Projects, Shree Cement, Power Grid Corporation, Apollo Hospitals Enterprises, InterGlobe Aviation, are also among the stocks in focus today. | The company posted a profit of Rs60.3cr in Q2FY21, down by 30% from Rs86.2cr a year ago same period.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79189211,width-1070,height-580,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'LIND'}, {'sid': 'SBI'}, {'sid': 'SHAB'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'LAUL'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'ABDL'}, {'sid': 'ARBN'}, {'sid': 'BRIG'}, {'sid': 'COAL'}, {'sid': 'EICH'}, {'sid': 'INBF'}, {'sid': 'ICBK'}, {'sid': 'INGL'}, {'sid': 'PREG'}, {'sid': 'PGRD'}, {'sid': 'SHCM'}, {'sid': 'SPJT'}] | [{'sid': 'APLH'}]","['5fad09bba9039d351944bfb0', '5fad0526a9039d351944bf82', '5facbedca9039d351944bea9', '5facafdda9039d351944be7c', '5facaa7da9039d351944be69', '5faca8d8a9039d351944be66', '5facf327a9039d351944bf4a']"
2020-11-13,Stock market update: MidCap stocks rise; Apollo Hospitals soars 7%,news-article,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-midcap-stocks-rise-apollo-hospitalsnbsp-soars-7nbsp/articleshow/79207061.cms,The S&P BSE MidCap index was trading 0.58 per cent up at 15831.87.,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79207073,width-1070,height-580,imgsize-449041,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'NTFM'}, {'sid': '.NIMI150'}, {'sid': '.NIFMDCP100'}]",['5fae4609a9039d351944c248']
2020-11-17,Hold Apollo Hospitals; target of Rs 2310: ICICI Direct,news-article,https://www.moneycontrol.com/news/business/stocks/hold-apollo-hospitals-target-of-rs-2310-icici-direct-6120001.html,"ICICI Direct recommended hold rating on Apollo Hospitals with a target price of Rs 2310 in its research report dated November 13, 2020.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/hold-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],['5fb37d70a9039d351944c6e9']
2020-11-19,"Apollo Hospitals eyes inorganic growth, looking for acquisitions in east and north | Apollo Hospitals, Tata MD partners to roll out paper-strip tests for Covid-19 | Apollo Hospitals, TataMD collaborate to launch ‘TataMD CHECK’ test for COVID-19 | Apollo Hospitals to take Tata Medical’s Covid test kit across country | Apollo Hospitals scouting for acquisitions in north and east India | Doctors see more stroke cases being reported during pandemic",news-article | news-article | news-article | news-article | news-article | news-article,https://www.financialexpress.com/industry/apollo-hospitals-eyes-inorganic-growth-looking-for-acquisitions-in-east-and-north/2132238/ | https://www.thehindubusinessline.com/news/national/apollo-hospitals-tata-md-partners-to-roll-out-paper-strip-tests-for-covid-19/article33133887.ece | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-tatamd-collaborate-to-launch-tatamd-check-test-for-covid-19/articleshow/79303616.cms | https://www.business-standard.com/article/current-affairs/apollo-hospitals-to-take-tata-medical-s-covid-test-kit-across-country-120111900903_1.html | https://www.business-standard.com/article/companies/apollo-hospitals-scouting-for-acquisitions-in-north-and-east-india-120111900314_1.html | https://www.thehindu.com/news/national/tamil-nadu/doctors-see-more-stroke-cases-being-reported-during-pandemic/article33128599.ece,"The move comes close on the heels of the buyout of 50% equity stake held by IHH Healthcare (IHH), in Apollo Gleneagles Hospital, Kolkata (AGHL), a joint venture (JV) in which Apollo Hospitals group was holding a 50% equity stake, for a cash consideration of Rs 410 crore. | Apollo Hospitals on Thursday announced a collaboration with Tata Medical and Diagnostics (Tata MD), the wholly owned healthcare venture from the Tata Group, to introduce the world’s first CRISPR Cas-9 | There cannot be a better partner we can think of in the Indian context then Apollo Hospitals, Tata Medical and Diagnostics Ltd CEO Girish Krishnamurthy said in a webinar. | Tata to make one million kits a year initially at Chennai unit, Apollo to tap Delhi market in December | The hospital chain recently got its boards approval to raise up to Rs 1,500 crore and a portion of it will be used for acquisitions | Two high-risk patients were treated at Apollo Hospitals",https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/Apollo.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['5fb6c5fda9039d351944cd51', '5fb68068a9039d351944ccf5', '5fb65db8a9039d351944ccb7', '5fb658dfa9039d351944cca5', '5fb606fca9039d351944cba6', '5fb58570a9039d351944caec']"
2020-11-20,"Top stocks in focus: Reliance Industries, Mphasis, Tata Chemicals, Syngene International, Apollo Hospitals | Apollo hospitals to run COVID test with new technique by Tata MD; how it will help reduce time for test results | Apollo Hospitals rises 4% on Covid test collaboration with Tata Medical and Diagnostics | Apollo Hospitals, TataMD collaborate to launch ‘TataMD CHECK’ test for COVID-19 in India",news-article | news-article | news-article | news-article,https://www.indiainfoline.com/article/news-top-story/top-stocks-in-focus-reliance-industries-mphasis-tata-chemicals-syngene-international-apollo-hospitals-120112000259_1.html | https://www.financialexpress.com/lifestyle/health/apollo-hospitals-to-run-covid-test-with-new-technique-by-tata-md-how-it-will-help-reduce-time-for-test-results/2132618/ | https://economictimes.indiatimes.com/markets/stocks/news/apollo-hospitals-rises-4-on-covid-test-collaboration-with-tata-medical-and-diagnostics/articleshow/79316791.cms | https://www.moneycontrol.com/news/business/apollo-hospitals-tatamd-collaborate-to-launch-tatamd-check-test-for-covid-19-in-india-6139091.html,"Check out the stocks that will be in focus during trade today based on recent and latest news developments. | According to the Apollo Hospital, the cost of the test will be according to the price cap that has been put (for RT-PCR) in different states. | Following the development, the stock rose 4.37 per cent to hit a high of Rs 2,399 on BSE. | TataMD CHECK is a COVID-19 diagnostic test based on the DNA genome editing tool CRISPR Cas-9. The technology ensures quicker results due to a more agile process and AI-based automated result detection methodology",https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'MBFL'}, {'sid': 'RELI'}, {'sid': 'TTCH'}, {'sid': 'SYNN'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'BSEL'}] | [{'sid': 'APLH'}]","['5fb723c0a9039d351944cd67', '5fb75d0ea9039d351944cdf7', '5fb7646ba9039d351944ce0a', '5fb747b4a9039d351944cdad']"
2020-11-25,Apollo Hospitals to give 1 mn coronavirus vaccines a day once available,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-to-give-1-mn-coronavirus-vaccines-a-day-once-available-120112500372_1.html,"Apollo Hospitals are gearing up to give one million vaccines a day once it is available across India through its hospitals, clinics, health centres, pharmacies and Apollo 24|7",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],['5fbdfe0fa9039d351944d593']
2020-11-27,HealthCare Global Enterprises appoints Meghraj Arvindrao Gore as CEO,news-article,https://www.thehindubusinessline.com/companies/announcements/healthcare-global-enterprises-appoints-meghraj-arvindrao-gore-as-ceo/article33194291.ece,Previously he was the Chief Executive Officer — Southern Region of Apollo Hospitals Enterprise Ltd,https://www.thehindubusinessline.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'APLH'}, {'sid': 'HEAC'}]",['5fc10c0fa9039d351944dac9']
2020-12-02,BRIEF-Apollo Hospitals Enterprise To Raise Up To 15 Billion Rupees - Investing.com India,news-article,https://in.investing.com/news/briefapollo-hospitals-enterprise-to-raise-up-to-15-billion-rupees-2526408,"The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases.",https://pocket-image-cache.com/direct?url=http://i-invdn-com.akamaized.net/akapi-images/800x450/d5a784a70f54c57436cbe00e0fb468f5_w_800_h_450.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}",[{'sid': 'APLH'}],['5fc7a5c4a9039d351944e137']
2020-12-03,"Apollo Hospitals shares gain after board approves raising up to Rs 1,500 crore | Apollo Hospitals gains after board approves fund raising",news-article | news-article,https://www.moneycontrol.com/news/business/stocks/apollo-hospitals-shares-gain-after-board-approves-raising-up-to-rs-1500-crore-6183631.html | https://www.business-standard.com/article/news-cm/apollo-hospitals-gains-after-board-approves-fund-raising-120120300198_1.html,"The healthcare major said its board has approved the proposal to seek shareholders’ nod for raising up to Rs 1,500 crore by way of postal ballot. The board has also approved to constitute a Fund Raising Committee for this, Apollo Hospitals said in a BSE filing. | Apollo Hospitals Enterprise rose 1.79% to Rs 2,454.85 after the company said its board approved raising upto Rs 1,500 crore in one or more tranches.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/09/APOLLO-HOSPITALS-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}] | [{'sid': 'APLH'}]","['5fc8793da9039d351944e23f', '5fc86e64a9039d351944e220']"
2020-12-04,Uday Shankar becomes first M&E executive to be elected as FICCI president | Uday Shankar named FICCI President for 2020-21 | Uday Shankar elected as president of FICCI for 2020-21,news-article | news-article | news-article,https://economictimes.indiatimes.com/news/company/corporate-trends/uday-shankar-becomes-first-me-executive-to-be-elected-as-ficci-president/articleshow/79567669.cms | https://www.businesstoday.in/current/corporate/uday-shankar-named-ficci-president-for-2020-21/story/423937.html | https://www.financialexpress.com/brandwagon/uday-shankar-elected-as-president-of-ficci-for-2020-21/2143215/,"Uday Shankar will succeed Sangita Reddy, current president of FICCI, and joint MD, Apollo Hospitals Group during FICCIs 93rd AGM next week. With this, Shankar will become the first media and entertainment executive in India to lead a national industry chamber such as FICCI. | Shankar will be succeeding Sangita Reddy, President, FICCI, and Joint Managing Director, Apollo Hospitals Group during FICCI’s 93rd Annual General Meeting (AGM) scheduled to be held on December 11,12 and 14, 2020 | Shankar will succeed Sangita Reddy, president, FICCI, and joint managing director, Apollo Hospitals Group","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79567689,width-1070,height-580,imgsize-58467,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}","[{'sid': 'APLH'}, {'sid': '.NIFTYMED'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}]","['5fca4096a9039d351944e5fc', '5fca1841a9039d351944e592', '5fc9ee30a9039d351944e51a']"
