title,feed_type,link,description,date,image,publisher,stocks,_id
Apollo Hospitals ties-up with Bombay Hospital to boost liver transplants in Mumbai,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-ties-up-with-bombay-hospital-to-boost-liver-transplants-in-mumbai/articleshow/94946653.cms,The collaboration with Bombay Hospital will increase access to Apollos advanced liver transplant program for patients across the Mumbai Metropolitan Region.,2022-10-18 18:45:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-94946635,width-1070,height-580,imgsize-115572,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],634ead764be2e524a9382094
Calendar bull-call spread on Apollo Hospitals,news-article,https://www.thehindubusinessline.com/portfolio/commodity-analysis/calendar-bull-call-spread-on-apollo-hospitals/article66013552.ece,"Initiate by selling 4,500-October expiry call option and simultaneously buying 4,500-November call option",2022-10-15 20:35:45.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/news/6h06h/article66013786.ece/alternates/FREE_1200/Apollo%20Hospitals,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],634acd66c43510a554775798
Apollo Hospitals conducts symposium on mental health,news-article,https://www.thehindu.com/news/national/tamil-nadu/apollo-hospitals-conducts-symposium-on-mental-health/article65994166.ece,,2022-10-10 22:30:53.000,https://www.thehindu.com/theme/images/og-image.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],63445447dd8eb1ef79bbcd9b
Nil growth! Nifty pack likely to report flattish profit in Q2,news-article,https://www.businesstoday.in/markets/top-story/story/nil-growth-nifty-pack-likely-to-report-flattish-profit-in-q2-349320-2022-10-08?utm_source=rssfeed,"9 Nifty companies including JSW Steel, Tata Steel, UltraTech Cement, Apollo Hospitals and Hindalco may report a Y-o-Y decline in profit, Motilal Oswal said while expecting BPCL to post losses.",2022-10-08 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202210/bear-2-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BPCL'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'MOFS'}, {'sid': 'TISC'}, {'sid': 'ULTC'}, {'sid': '.NSEI'}]",6340fadf383931a0972637b9
Apollo Hospitals in pact to buy 60% stake in Kerala First Health Services,news-article,https://www.thehindu.com/business/apollo-hospitals-in-pact-to-buy-60-stake-in-kerala-first-health-services/article65972480.ece,CHENNAI,2022-10-06 20:37:12.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/t4cj2u/article65972824.ece/alternates/LANDSCAPE_615/Apollo_Hospitals_3.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],633ef2229194d5bb4a1c83f7
"Apollo Hospitals acquires 60% stake in AyurVAID, targets medical value market, integrated medicine",news-article,https://www.businesstoday.in/latest/corporate/story/apollo-hospitals-acquires-60-stake-in-ayurvaid-targets-medical-value-market-integrated-medicine-349195-2022-10-06?utm_source=rssfeed,"The primary investment, the company said, will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives.",2022-10-06 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202210/apollo-ahmedabad_1-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],633edfb29194d5bb4a1c8316
Apollo Hospitals acquires 60% stake in AyurVAID for Rs 26.4 crore,news-article,https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-acquires-60-stake-in-ayurvaid-for-rs-26-4-crore-122100600006_1.html,"The investment will be used to update current centres, establish new centres, reinforce enterprise platforms, and support digital health efforts, according to the Apollo Group’s regulatory filing.",2022-10-06 13:20:00.000,https://assets.tickertape.in/images/news-publishers/iifl.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],633e5e0a9194d5bb4a1c7e72
Apollo Hospitals to acquire 60 per cent stake in Ayurveda hospital chain,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-to-acquire-60-per-cent-stake-in-ayurveda-hospital-chain/article65974967.ece,Acquisition will be through primary and secondary capital infusion of ₹26 crore,2022-10-06 13:03:37.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/todays-paper/tp-others/tp-states/jw48m8/article65759757.ece/alternates/LANDSCAPE_615/Apollo-Hospital%2BG1BA4V6K5.5.jpg.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],633e862d9194d5bb4a1c7ffb
"Stocks that will see action on October 6, 2022",news-article,https://www.thehindubusinessline.com/markets/stock-markets/stocks-that-will-see-action-on-october-6-2022/article65974511.ece,"Buzzing stocks: Reliance, Tata Steel, JSW Energy, Jubilant FoodWorks, Apollo Hospitals, Lemon Tree, Lupin, Ratnamani Metal, Gagan Gases, Aditya Birla Capital, IndusInd Bank, Atul Auto, NPR Finance, Trimurthi",2022-10-06 09:27:39.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/news/tsdubw/article65974536.ece/alternates/LANDSCAPE_615/stocks.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'ADTB'}, {'sid': 'APLH'}, {'sid': 'ATUL'}, {'sid': 'INBK'}, {'sid': 'JUBI'}, {'sid': 'JSWE'}, {'sid': 'LEMO'}, {'sid': 'LUPN'}, {'sid': 'TISC'}, {'sid': 'GAGA'}]",633e4e0a9194d5bb4a1c7de2
"Stocks to Watch: RIL, ONGC, OMCs, DLF, SpiceJet, Zee, BoB, Apollo Hospitals",news-article,https://www.business-standard.com/article/markets/stocks-to-watch-today-ril-ongc-spicejet-zee-bob-apollo-hospital-adani-green-energy-tata-power-122100600084_1.html,Stocks to Watch Today: Shares of oil producers and marketing companies are likely to be in focus following the steep production cut by OPEC+.,2022-10-06 07:34:39.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-01/29/full/1611860206-2995.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'DLF'}, {'sid': 'ONGC'}, {'sid': 'SPJT'}]",633e40e49194d5bb4a1c7da2
Apollo Hospitals acquires 60% stake in AyurVAID for Rs 26.4 crore,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-acquires-60-stake-in-ayurvaid-for-rs-26-4-crore/articleshow/94666027.cms,"“We believe there is immense scope to deliver evidence-based integrated medicine, combining allopathic and traditional models, to improve outcomes and quality of life for our patients. This will be a transformational journey, which will lead to the evolution of care models in India and around the wo…",2022-10-05 21:02:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-94666107,width-1070,height-580,imgsize-47383,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],633da60cd3ca9756d1ad307b
Apollo Hospitals acquires 60% stake in Ayurveda hospital chain AyurVAID,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-acquires-60-pc-stake-in-ayurvaid-122100500799_1.html,"The investment will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives, the healthcare major said in a regulatory filing",2022-10-05 20:33:57.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-06/23/full/1561308520-5896.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],633d9e51d3ca9756d1ad304a
Buy or sell: Vaishali Parekh recommends 2 stocks to buy today — Sept 30,news-article,https://www.livemint.com/market/stock-market-news/buy-or-sell-vaishali-parekh-recommends-2-stocks-to-buy-today-sept-30-11664500641397.html,Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today and those two shares are Apollo Hospitals and Godrej Consumer Products,2022-09-30 06:55:43.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/30/600x338/Financial-Markets-Wall-Street-4_1643182262604_1664500870421_1664500870421.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'GOCP'}]",63364a4fc24096b8eecab552
"Taking Stock | Sensex up 443 points, Nifty above 17,600; metal, banking names gain",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-up-443-points-nifty-above-17600-metal-banking-names-gain-9133471.html,"Hindalco Industries, JSW Steel, ITC, NTPC and Sun Pharma were among the biggest Nifty gainers. Bajaj Auto, Nestle India, Britannia Industries and Apollo Hospitals lost the most among Nifty names",2022-09-26 17:30:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/05/Sensex_Nifty-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BAJA'}, {'sid': 'BRIT'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'NTPC'}, {'sid': 'SUN'}, {'sid': '.NSEI'}]",6315dda62065f660ce8636ba
"Sensex tumbles 1000 pts, Nifty ends 300 pts lower; Finance, Bank, Auto drag",news-article,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-23-09-2022-11663895037588.html,"Share Market Close: Indices shed 1.7% on Friday as the effects of rate hikes continue to keep investors on their toes. Sensex ended just below 58,100 pts and Nifty at 17,327. Rupee breaches the 81 mark for the first time. Powergrid, Apollo Hospitals and Hindalco lost ground, whereas Divi’s Lab and S…",2022-09-23 15:46:09.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/23/600x338/Financial-Markets-Wall-Street-4_1643182262604_1663895706895_1663895706895.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",632d1bdf7f03516a9241ad52
Why comprehensive health check up is must after recovery from Covid-19,news-article,https://www.livemint.com/science/health/why-comprehensive-health-check-up-is-must-after-recovery-from-covid19-11663746815950.html,Apollo Hospitals MD Dr Sangita Reddy tweeted that covid is nasty and that one lesson the pandemic has taught every human being is that ‘Life is Priceless’,2022-09-21 14:01:55.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/21/600x338/covid_1663748213747_1663748214114_1663748214114.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],632acf5c483e9498918e813f
"Taking Stock | Sensex, Nifty end flat amid volatility; realty stocks gain",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-end-flat-amid-volatility-realty-stocks-gain-9080221.html,"Apollo Hospitals, IndusInd Bank, ONGC, NTPC and ICICI Bank were among the major Nifty gainers",2022-09-16 17:30:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/01/Sensex_BSE_NSE_Stock-market_bull_bear-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'ICBK'}, {'sid': 'INBK'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'NTPC'}, {'sid': '.NSEI'}, {'sid': '.NIFTYREAL'}]",6305fd82a83f9fa34d9bdd80
"Sensex down 413pts, Nifty holds 17,850; Ceat soars 20%, MRF 7%; IT stks dip",news-article,https://www.business-standard.com/article/markets/stock-market-live-sensex-nifty-sgx-nifty-tamilnad-mercantile-listing-ipo-pvr-122091500123_1.html,"CLOSING BELL: IT, pharma, and select metal stocks reeled under pressure today with Hindalco, Infosys, Cipla, Tech M, Tata Steel, Divis Labs, and Apollo Hospitals leading the list of Nifty losers",2022-09-15 15:45:59.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-12/24/full/1608799215-066.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'CEAT'}, {'sid': 'CIPL'}, {'sid': 'DIVI'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'MRF'}, {'sid': 'TISC'}, {'sid': '.NSEI'}, {'sid': '.NIFTYMET'}]",6322a3b6c4142353b37244f8
Symposium on colorectal surgery gets under way,news-article,https://www.thehindu.com/news/national/tamil-nadu/symposium-on-colorectal-surgery-gets-under-way/article65842311.ece,Apollo Hospitals organises the conference in collaboration with two hospitals from the U.S. and the U.K.,2022-09-02 21:41:22.000,https://www.thehindu.com/theme/images/og-image.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],631233e7a08da8c422ed2c96
"Midday Market Update: Sensex, Nifty Swing To Gains; Adani Ports, Apollo Hospitals, L&T Gain",news-article,https://www.bqprime.com/markets/midday-market-update-sensex-nifty-swing-to-gains-adani-ports-apollo-hospitals-lt-gain,"India’s stock benchmarks swung to gains in a volatile session, aided by rise in capital goods, industrials, realty, telecom.",2022-09-02 13:44:47.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-09%2Fcd4cdf59-8c2a-472d-a725-7e21bf704425%2Fnick_chong_N__BnvQ_w18_unsplash.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APSE'}, {'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'LART'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",6311bd90a08da8c422ed2878
Buy Apollo Hospitals; target of Rs 5110: Motilal Oswal,news-article,https://www.moneycontrol.com/news/business/stocks/buy-apollo-hospitals-target-of-rs-5110-motilal-oswal-2-9091651.html,"Motilal Oswal is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5110 in its research report dated May 25, 2022.",2022-08-26 15:46:13.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/Buy_1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'MOFS'}]",6308a08483b0dc8770deac3c
Apollo Hospitals - Mobilising Resources For Another Healthy Take Off: Motilal Oswal,news-article,https://www.bqprime.com/research-reports/apollo-hospitals-mobilising-resources-for-another-healthy-take-off-motilal-oswal,Apollo Hospitals - Mobilising Resources For Another Healthy Take Off: Motilal Oswal,2022-08-26 09:14:16.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-02%2F07cc104a-e2ae-475f-a44f-e3fcec51b6c7%2FApollo_Hospitals_Trichy___Source_Company_website_.png?rect=0%2C71%2C415%2C218&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}, {'sid': 'MOFS'}]",630843c083b0dc8770dea8e1
‘Rakesh Jhunjhunwala’s most valuable and profitable investment advice ever…’,news-article,https://www.livemint.com/news/india/this-was-rakesh-jhunjhunwala-s-most-valuable-and-profitable-investment-advice-ever-read-here-11661145174948.html,"‘At the last stage of his life Rakesh gave the most valuable and profitable investment advice ever,’ Sangita Reddy, Joint Managing Director of Apollo Hospitals Enterprises wrote on Twitter",2022-08-23 08:13:40.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/08/22/600x338/Rakesh_Juhunjhunwala_1661147099977_1661147100153_1661147100153.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],63043f2ad4f07eb20ed6d551
